"","ID.deid","T1_Age","T1_Gender","T1_Ethnicity","T1c_BFI_open","T1c_BFI_conscientious","T1c_BFI_extraversion","T1c_BFI_agreeable","T1c_BFI_neurotic","T1_SWL_1","T1_SWL_2","T1_SWL_3","T1_SWL_4","T1_SWL_5","T1_SWL_Mean","T2_SWL_1","T2_SWL_2","T2_SWL_3","T2_SWL_4","T2_SWL_5","T2_SWL_Mean","T3_SWL_1","T3_SWL_2","T3_SWL_3","T3_SWL_4","T3_SWL_5","T3_SWL_Mean","T4_SWL_1","T4_SWL_2","T4_SWL_3","T4_SWL_4","T4_SWL_5","T4_SWL_Mean","T5_SWL_1","T5_SWL_2","T5_SWL_3","T5_SWL_4","T5_SWL_5","T5_SWL_Mean","T6_SWL_1","T6_SWL_2","T6_SWL_3","T6_SWL_4","T6_SWL_5","T6_SWL_Mean","T7_SWL_1","T7_SWL_2","T7_SWL_3","T7_SWL_4","T7_SWL_5","T7_SWL_Mean","T8_SWL_1","T8_SWL_2","T8_SWL_3","T8_SWL_4","T8_SWL_5","T8_SWL_Mean","T9_SWL_1","T9_SWL_2","T9_SWL_3","T9_SWL_4","T9_SWL_5","T9_SWL_Mean","T10_SWL_1","T10_SWL_2","T10_SWL_3","T10_SWL_4","T10_SWL_5","T10_SWL_Mean","T11_SWL_1","T11_SWL_2","T11_SWL_3","T11_SWL_4","T11_SWL_5","T11_SWL_Mean","T11_LifeSatisf_Change_1","T11_LifeSatisf_Change_2","T11_LifeSatisf_Change_3","T11_LifeSatisf_Change_4","T11_LifeSatisf_Change_5"
"434",434,44,2,1,0,2.33333333333333,0,3.33333333333333,1.33333333333333,3,3,4,3,0,2.6,3,2,4,4,0,2.6,3,1,3,3,1,2.2,3,1,4,3,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",435,36,2,5,3,2.33333333333333,0.333333333333333,2,2.33333333333333,1,1,1,0,1,0.8,2,2,2,3,1,2,1,1,2,1,1,1.2,1,1,2,1,0,1,1,1,1,3,1,1.4,1,1,1,2,1,1.2,1,1,5,3,1,2.2,4,4,4,2,6,4,1,1,1,2,1,1.2,1,1,2,2,1,1.4,1,2,2,2,1,1.6,2,5,5,5,5
"436",436,40,1,1,1.66666666666667,1,1.33333333333333,3,1.33333333333333,4,3,4,4,4,3.8,4,4,4,2,3,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",437,55,2,2,2.66666666666667,2,3,3.66666666666667,2.66666666666667,2,2,2,3,1,2,1,1,2,4,1,1.8,0,0,2,5,2,1.8,2,2,2,4,2,2.4,NA,NA,NA,NA,NA,NA,4,2,2,5,2,3,NA,NA,NA,NA,NA,NA,2,2,2,3,3,2.4,2,2,2,4,3,2.6,2,2,2,4,3,2.6,2,2,3,4,3,2.8,3,4,5,7,3
"438",438,33,1,5,2.66666666666667,0.666666666666667,1.33333333333333,1.66666666666667,1.66666666666667,3,1,0,3,3,2,1,1,1,2,3,1.6,1,1,0,3,3,1.6,1,0,0,1,1,0.6,3,3,3,2,3,2.8,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,0,1.2,4,4,3,2,3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",439,23,1,5,2,2,1.66666666666667,3,1.66666666666667,2,3,3,2,1,2.2,3,3,3,2,2,2.6,2,3,2,2,1,2,NA,NA,NA,NA,NA,NA,2,3,2,2,0,1.8,2,3,3,2,1,2.2,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",440,45,1,6,3,3.33333333333333,2.66666666666667,3,1.66666666666667,4,3,4,3,3,3.4,3,2,3,3,1,2.4,4,4,3,4,3,3.6,3,3,3,3,2,2.8,3,3,3,3,2,2.8,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2.8,4,5,5,5,4,4.6,3,3,3,3,2,2.8,3,2,3,3,2,2.6,3,3,3,3,2,2.8,2,4,2,3,5
"441",441,23,1,6,2.66666666666667,3.66666666666667,2.33333333333333,3.66666666666667,1,4,5,5,5,2,4.2,NA,NA,NA,NA,NA,NA,5,6,6,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,5,1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",442,38,1,2,NA,NA,NA,NA,NA,5,5,5,5,2,4.4,5,5,5,5,3,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,6,4,5,5,5,5,3,4.6,5,5,5,5,3,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",443,30,2,2,3.66666666666667,2.33333333333333,1.33333333333333,2.66666666666667,3,4,4,4,4,2,3.6,2,3,1,2,0,1.6,4,4,2,2,1,2.6,2,3,3,2,1,2.2,3,4,2,2,2,2.6,2,3,3,2,1,2.2,2,2,1,1,0,1.2,4,4,5,5,5,4.6,2,3,2,2,1,2,3,3,2,2,1,2.2,3,4,3,2,2,2.8,1,2,4,5,4
"444",444,24,2,6,3.66666666666667,2.33333333333333,1.66666666666667,2.66666666666667,2.66666666666667,1,2,3,6,1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,3,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",445,49,1,2,2.33333333333333,4,2.66666666666667,3.66666666666667,0.333333333333333,3,4,4,4,4,3.8,4,4,4,5,5,4.4,4,4,5,5,5,4.6,4,4,4,5,5,4.4,5,5,5,5,5,5,4,4,5,5,5,4.6,4,4,5,5,5,4.6,3,0,3,0,0,1.2,4,4,5,5,5,4.6,4,4,4,5,5,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",446,32,2,1,4,2,1.66666666666667,2.66666666666667,3.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",447,31,1,2,2.33333333333333,4,3.66666666666667,3.66666666666667,1,6,6,6,6,4,5.6,6,6,6,6,0,4.8,6,6,6,6,4,5.6,NA,NA,NA,NA,NA,NA,5,6,6,5,2,4.8,5,6,6,6,3,5.2,6,6,6,6,0,4.8,NA,NA,NA,NA,NA,NA,6,6,6,6,3,5.4,NA,NA,NA,NA,NA,NA,6,6,6,6,5,5.8,4,6,1,3,6
"448",448,38,1,5,4,4,2,3.33333333333333,0,5,5,5,4,0,3.8,5,5,6,4,0,4,5,5,5,4,0,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,0,3.8,5,4,5,4,0,3.6,4,3,3,2,6
"449",449,45,1,2,0.666666666666667,2.66666666666667,2,3.66666666666667,1.66666666666667,3,4,5,5,0,3.4,NA,NA,NA,NA,NA,NA,5,5,5,5,2,4.4,5,4,4,5,1,3.8,3,4,3,5,1,3.2,4,5,5,4,3,4.2,5,4,4,5,1,3.8,NA,NA,NA,NA,NA,NA,5,4,4,2,1,3.2,NA,NA,NA,NA,NA,NA,5,5,5,4,2,4.2,4,4,5,3,4
"450",450,40,2,2,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",451,44,1,6,2.33333333333333,4,2.33333333333333,2.33333333333333,0.333333333333333,5,5,5,6,5,5.2,6,6,6,6,5,5.8,5,5,5,6,5,5.2,5,5,5,6,5,5.2,6,6,6,6,5,5.8,6,6,5,6,1,4.8,5,5,5,6,5,5.2,NA,NA,NA,NA,NA,NA,6,6,6,6,5,5.8,5,6,5,5,5,5.2,6,6,6,6,5,5.8,1,1,5,4,4
"452",452,42,1,1,2.33333333333333,3.33333333333333,2.33333333333333,1.66666666666667,1.66666666666667,6,6,6,6,3,5.4,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,4,3,5,4,3,3.8,3,0,3,3,3,2.4,4,0,3,4,3,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,3,4.4,6,3,5,5,3,4.4,3,3,3,4,5
"453",453,56,2,2,3.33333333333333,2,1.33333333333333,3,1.66666666666667,4,4,4,4,1,3.4,4,3,4,4,1,3.2,4,4,4,4,0,3.2,4,4,4,4,0,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,0,3,3,3,4,4,0,2.8,3,3,4,3,0,2.6,3,3,2,4,4
"454",454,35,2,5,3.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,1,5,5,5,5,4,4.8,4,3,5,5,4,4.2,4,5,5,2,1,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,6,5,5,4,5,6,6,5,5.2,5,4,2,5,6
"455",455,58,2,2,4,3.66666666666667,3,4,1.66666666666667,4,4,4,5,4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,4,4.2,3,2,4,5,2,3.2,3,2,4,5,2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",456,23,2,6,3.66666666666667,3.33333333333333,2.33333333333333,2.33333333333333,2,1,3,2,2,0,1.6,1,3,2,1,0,1.4,0,2,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",457,41,2,1,3.33333333333333,2.66666666666667,0.666666666666667,3,3,1,2,1,1,1,1.2,1,3,2,1,2,1.8,2,2,2,1,2,1.8,2,3,3,2,2,2.4,1,3,2,1,1,1.6,2,2,2,1,2,1.8,1,2,2,0,0,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1.6,2,3,3,0,1,1.8,1,3,3,1,1,1.8,3,1,1,5,4
"458",458,26,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",459,44,2,2,NA,NA,NA,NA,NA,3,5,1,3,2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",460,48,1,5,2,2,0.666666666666667,2.66666666666667,2,0,1,1,0,2,0.8,1,3,3,1,1,1.8,3,3,3,3,2,2.8,3,3,3,3,2,2.8,2,3,3,3,2,2.6,2,3,3,0,1,1.8,1,4,2,1,1,1.8,NA,NA,NA,NA,NA,NA,2,4,3,3,2,2.8,1,1,1,1,0,0.8,2,3,3,3,1,2.4,1,5,1,2,6
"461",461,29,1,2,3.66666666666667,2.33333333333333,2,3.66666666666667,0.666666666666667,5,3,5,4,4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,5,4.4,2,3,4,3,4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,0,1,2,3,2,2,4
"462",462,22,1,2,2.66666666666667,2,3.66666666666667,3,0.666666666666667,3,3,3,3,0,2.4,4,4,3,2,0,2.6,4,5,4,3,1,3.4,5,5,4,4,2,4,NA,NA,NA,NA,NA,NA,3,5,4,4,2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,0,0.8,3,4,2,4,3
"463",463,48,2,1,2.66666666666667,3,0.666666666666667,3,3.33333333333333,0,0,0,1,0,0.2,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0.2,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0.4,0,0,0,1,0,0.2,0,0,0,1,1,0.4,1,3,3,4,5
"464",464,26,1,5,2,2.33333333333333,2.33333333333333,2.66666666666667,2.33333333333333,1,2,3,4,3,2.6,1,1,2,0,0,0.8,2,1,1,2,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",465,35,3,1,4,3.66666666666667,2.66666666666667,2.33333333333333,3,1,1,2,1,3,1.6,1,1,1,1,2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",466,40,2,1,3.33333333333333,3.66666666666667,3.33333333333333,4,0.333333333333333,5,5,6,6,0,4.4,3,4,4,4,5,4,4,4,6,4,3,4.2,NA,NA,NA,NA,NA,NA,3,3,4,4,2,3.2,2,2,0,2,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,4,0,3,5,1,3,3,4
"467",467,26,1,1,NA,NA,NA,NA,NA,5,6,6,5,6,5.6,3,6,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,6,5,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,2,4.2,4,4,4,3,3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",469,68,2,1,2.33333333333333,3.66666666666667,1.66666666666667,3.33333333333333,0.666666666666667,4,4,5,4,5,4.4,4,3,4,4,2,3.4,3,4,3,4,2,3.2,NA,NA,NA,NA,NA,NA,3,4,4,3,4,3.6,2,3,3,2,2,2.4,3,4,4,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,5,2,3.6,2,3,2,3,6
"470",470,36,1,1,2.66666666666667,4,3,2,0,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",471,52,2,2,2.33333333333333,2.66666666666667,1,3.66666666666667,2,2,2,2,4,0,2,NA,NA,NA,NA,NA,NA,1,3,2,3,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",472,32,2,2,4,1.66666666666667,1.33333333333333,4,0.333333333333333,1,1,2,1,0,1,1,2,2,1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",473,47,1,1,3.33333333333333,3.66666666666667,1,3.66666666666667,0.666666666666667,1,1,1,1,1,1,1,1,2,1,1,1.2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,4
"474",474,69,2,2,3,3.66666666666667,1,3.33333333333333,1.33333333333333,2,4,4,6,5,4.2,3,4,4,6,5,4.4,2,4,3,6,5,4,3,5,5,6,5,4.8,3,4,3,6,5,4.2,2,3,3,5,5,3.6,1,1,1,5,4,2.4,NA,NA,NA,NA,NA,NA,3,4,3,6,5,4.2,2,3,2,6,4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",475,38,1,1,3.66666666666667,0.666666666666667,0.666666666666667,2.33333333333333,2.33333333333333,0,0,1,2,0,0.6,0,1,1,1,0,0.6,1,1,0,2,0,0.8,1,1,1,1,0,0.8,0,0,1,1,0,0.4,0,1,1,1,0,0.6,0,0,0,1,0,0.2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,2,0,0.6,1,1,1,0,0,0.6,0,1,5,7,7
"476",476,46,2,2,NA,NA,NA,NA,NA,4,5,4,5,4,4.4,4,5,4,5,1,3.8,4,5,5,5,1,4,5,5,4,5,2,4.2,NA,NA,NA,NA,NA,NA,4,4,4,4,1,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,1,3,4,4,4,5,1,3.6,5,5,5,5,1,4.2,3,3,1,1,6
"477",477,27,1,1,2.33333333333333,2.33333333333333,1.33333333333333,2.66666666666667,1.66666666666667,1,1,1,1,3,1.4,1,1,2,1,3,1.6,2,3,2,0,4,2.2,1,2,2,0,5,2,2,1,1,0,4,1.6,2,3,1,0,4,2,1,3,1,0,4,1.8,NA,NA,NA,NA,NA,NA,2,2,1,0,4,1.8,1,1,1,1,4,1.6,1,4,1,0,4,2,4,0,2,5,3
"478",478,27,2,1,3.66666666666667,3.66666666666667,2,3.66666666666667,0,5,5,5,2,2,3.8,4,5,5,3,3,4,4,5,5,2,2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",479,37,2,5,NA,NA,NA,NA,NA,5,4,4,5,4,4.4,1,2,3,3,1,2,2,1,2,2,2,1.8,4,3,4,4,3,3.6,2,2,1,1,0,1.2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",480,49,2,5,2,2.33333333333333,1.33333333333333,2.66666666666667,3.33333333333333,3,3,4,3,2,3,2,2,2,3,2,2.2,2,2,3,3,2,2.4,NA,NA,NA,NA,NA,NA,2,3,3,2,2,2.4,2,2,2,3,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",481,33,1,6,2.33333333333333,1.33333333333333,0.666666666666667,2,3.33333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1.8,3,3,2,2,1,2.2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,3,1,0,1.6,1,1,1,1,0,0.8,1,5,1,3,3
"482",482,29,2,6,2.33333333333333,1.66666666666667,1.66666666666667,3.66666666666667,2.33333333333333,4,5,6,4,4,4.6,2,1,4,5,6,3.6,3,3,4,4,4,3.6,3,2,3,3,5,3.2,4,4,4,5,6,4.6,3,3,4,3,4,3.4,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,2,4,6,5,6,4.6,0,0,0,5,6,2.2,4,4,5,5,5,4.6,4,3,2,4,4
"483",483,36,1,2,2,3.66666666666667,0.333333333333333,1.66666666666667,1,4,4,4,4,5,4.2,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,6,5,5,5,5.2,5,5,5,4,5,4.8,5,6,5,5,5,5.2,NA,NA,NA,NA,NA,NA,5,4,4,5,4,4.4,5,6,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",484,55,2,2,3.66666666666667,3.33333333333333,3,3,2,1,2,3,2,4,2.4,3,3,4,3,2,3,2,2,2,1,3,2,1,1,1,1,1,1,2,2,3,2,1,2,2,2,2,2,1,1.8,3,3,3,3,2,2.8,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",485,33,2,1,NA,NA,NA,NA,NA,3,2,2,3,6,3.2,3,2,2,4,3,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",486,25,1,6,3.33333333333333,1.66666666666667,0.666666666666667,1,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,7,4
"487",487,49,1,2,3.66666666666667,2.33333333333333,1.33333333333333,1,1.66666666666667,2,1,3,1,1,1.6,1,1,3,3,1,1.8,1,1,1,1,3,1.4,1,1,1,2,1,1.2,1,1,1,1,1,1,2,2,2,3,2,2.2,1,1,1,1,3,1.4,NA,NA,NA,NA,NA,NA,1,0,1,3,3,1.6,1,1,1,1,3,1.4,2,2,2,2,3,2.2,1,2,3,4,4
"488",488,58,2,5,2,3.33333333333333,2.66666666666667,3.33333333333333,0.333333333333333,4,4,5,4,1,3.6,3,3,3,4,2,3,4,4,4,5,2,3.8,4,4,4,4,1,3.4,4,4,5,5,2,4,4,4,4,5,2,3.8,3,4,4,5,1,3.4,NA,NA,NA,NA,NA,NA,3,3,3,5,1,3,3,4,4,4,2,3.4,3,4,4,4,1,3.2,2,2,1,4,5
"489",489,50,1,2,3.33333333333333,2,1.33333333333333,2.33333333333333,1.33333333333333,4,4,4,5,2,3.8,5,3,5,6,3,4.4,5,5,5,5,4,4.8,5,5,5,6,4,5,5,4,5,5,4,4.6,5,4,5,5,2,4.2,4,4,5,6,3,4.4,NA,NA,NA,NA,NA,NA,4,4,5,5,3,4.2,5,4,5,5,4,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",490,37,1,5,2.66666666666667,1.66666666666667,1,3.33333333333333,2.66666666666667,4,5,4,5,4,4.4,4,5,5,6,4,4.8,3,3,3,3,2,2.8,2,3,2,1,2,2,3,4,3,4,4,3.6,NA,NA,NA,NA,NA,NA,3,3,4,3,4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",491,48,2,5,3.66666666666667,4,1.66666666666667,3.66666666666667,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,1,7
"492",492,26,2,8,3.66666666666667,4,1.66666666666667,3.66666666666667,0.333333333333333,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,4,5,5,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,4,4,5,5,5,4.6,5,5,5,5,5,5,0,1,1,1,3,1.2,3,4,1,7,4
"493",493,56,2,6,3,4,1,3.66666666666667,1.33333333333333,6,5,6,5,5,5.4,0,1,1,1,1,0.8,5,4,4,3,4,4,5,5,5,5,4,4.8,3,3,3,3,2,2.8,4,4,4,4,3,3.8,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4.8,5,5,5,5,5,5,5,6,5,5,5,5.2,5,1,1,4,5
